pub,主题码,主题名,标题_中文,country,year
US20080097235A1,C3,脑电状态检测评估,基于大脑活动的主观意义评估工具,美国,2007
US20120165695A1,C3,脑电状态检测评估,用于在其中呈现消息EEG监视设备和方法,美国,2011
US20120172743A1,C3,脑电状态检测评估,将人类神经反应与计算机模式分析相结合，用于对任务相关刺激的显著脑反应的单事件检测,美国,2007
US20120245474A1,C3,脑电状态检测评估,基于大脑活动的主观意义评估工具,美国,2011
US2018192907A1,C3,脑电状态检测评估,客观确定图像视觉记忆的装置和方法,美国,2017
US2018192936A1,C3,脑电状态检测评估,用于监测和改善认知灵活性的系统和方法,美国,2016
US2020205711A1,C3,脑电状态检测评估,从神经电数据预测抑郁症,美国,2019
US2020205741A1,C3,脑电状态检测评估,从神经电数据预测焦虑,美国,2019
US2020237296A1,C3,脑电状态检测评估,用于评估认知脑功能的感觉诱发诊断,美国,2018
US2020345287A1,C3,脑电状态检测评估,使用生理信号输入的心理健康评估系统和方法,美国,2020
US5295491A,C3,脑电状态检测评估,一种无创性人体神经认知性能测试方法及系统,美国,1991
US5443076A,C3,脑电状态检测评估,用于提高视频电信系统生产率的装置,美国,1992
US7580742B2,C3,脑电状态检测评估,利用脑电图信号进行任务分类和活动识别,美国,2006
US7603168B2,C3,脑电状态检测评估,用于估计麻醉深度的方法和装置,美国,2008
US7689272B2,C3,脑电状态检测评估,一种脑功能的脑指纹图谱，测量，评估和分析方法,美国,2002
US7809434B2,C3,脑电状态检测评估,使用小电极组进行脑活动的EEG成像的系统和方法,美国,2005
US8521294B2,C3,脑电状态检测评估,用于动态可配置的深部脑刺激的系统和方法,美国,2009
US9744356B2,C3,脑电状态检测评估,诱发神经反应阈值的自动确定,美国,2015
WO02100241A2,C3,脑电状态检测评估,方法和装置用于脑图谱，测定，评估和分析的脑功能,世界知识产权组织,2002
WO2010149157A1,C3,脑电状态检测评估,脑电图监测设备和方法用于呈现在其中的消息,世界知识产权组织,2009
WO2016096743A1,C3,脑电状态检测评估,大脑活动预测,世界知识产权组织,2015
WO2019051515A1,C3,脑电状态检测评估,用于测试对象学习特定身体部位刻意控制的设备和方法,世界知识产权组织,2018
WO2020139972A1,C3,脑电状态检测评估,从神经电数据预测抑郁症,世界知识产权组织,2019
WO2024259443A1,C3,脑电状态检测评估,用于自动神经成像信号处理的系统和方法,世界知识产权组织,2024
WO2025189195A1,C3,脑电状态检测评估,基于人工智能的新生儿癫痫检测装置、系统及方法,世界知识产权组织,2025
WO2025213015A1,C3,脑电状态检测评估,预测患者对多种CNS疾病干预方式的反应,世界知识产权组织,2025
WO2026020581A1,C3,脑电状态检测评估,基于虚拟现实技术的风电场电力设备培训方法及装置,世界知识产权组织,2024
WO9518565A1,C3,脑电状态检测评估,非-侵入性neurocognitive测试方法和系统。,世界知识产权组织,1994
CA3038970A1,C4,神经刺激调控系统,微创系统和方法在包括血管内脑电图在内的神经血管信号管理以及癫痫检测和治疗的相关技术中的应用,加拿大,2017
CN102647942A,C4,神经刺激调控系统,在时域中的感觉诱发电位（sep）分类/检测,中国,2010
CN102647942B,C4,神经刺激调控系统,在时域中的感觉诱发电位(sep)分类/检测,中国,2010
CN102886102A,C4,神经刺激调控系统,镜像运动神经调制系统,中国,2012
CN103989482A,C4,神经刺激调控系统,用于幻听检测的声音刺激器及用于幻听检测的装置,中国,2014
CN107272905A,C4,神经刺激调控系统,一种基于eog和emg的交互方法,中国,2017
CN107272905B,C4,神经刺激调控系统,一种基于eog和emg的交互方法,中国,2017
CN107995874A,C4,神经刺激调控系统,一种用于神经刺激的系统和方法,中国,2016
CN108379736A,C4,神经刺激调控系统,能消除背景电压影响的脑神经刺激装置,中国,2015
CN109846478B,C4,神经刺激调控系统,一种评估经颅直流电刺激后大脑皮层兴奋性的方法,中国,2019
CN110572444A,C4,神经刺激调控系统,一种用于传递神经信号的系统及方法,中国,2019
CN110572444B,C4,神经刺激调控系统,一种用于传递神经信号的系统及方法,中国,2019
CN111200967A,C4,神经刺激调控系统,用于监测神经活动的系统和方法,中国,2018
CN113457008A,C4,神经刺激调控系统,用于对患者进行神经刺激的方法和装置,中国,2020
CN114306944A,C4,神经刺激调控系统,一种改善阿尔茨海默症认知障碍的便携式磁光刺激装置,中国,2022
CN115052657A,C4,神经刺激调控系统,闭环神经调节的方法、系统和设备,中国,2020
CN116077829A,C4,神经刺激调控系统,植入装置和电刺激器以及电极电镀方法,中国,2023
CN117398112A,C4,神经刺激调控系统,一种神经调控系统及方法,中国,2023
CN120447729A,C4,神经刺激调控系统,-,中国,2025
EP4424358A1,C4,神经刺激调控系统,帮助从中风或人类功能的其他限制中恢复的神经刺激器,欧洲专利局,2023
EP444150B1,C4,神经刺激调控系统,传感驱动控制器,欧洲专利局,1989
EP4463061A1,C4,神经刺激调控系统,用于幻肢的磁共振引导的虚拟现实运动模式选择,欧洲专利局,2022
GB2567506A,C4,神经刺激调控系统,一种训练用具,英国,2018
IN202411023369A,C4,神经刺激调控系统,用于治疗幻肢痛的脑机接口,印度,2024
IN202411028052A,C4,神经刺激调控系统,用于治疗幻肢痛的脑机接口,印度,2024
JP2013507174A,C4,神经刺激调控系统,在该时间域的意义上的分类诱导的电位(sep)\/检测,日本,2010
JP2013507174A5,C4,神经刺激调控系统,在该时间域的意义上的分类诱导的电位(sep)\/检测,日本,2010
JP2024512411A,C4,神经刺激调控系统,用于减缓脑萎缩的方法和系统,日本,2022
KR101464397B1,C4,神经刺激调控系统,分析营销和娱乐效果,韩国,2008
KR101610939B1,C4,神经刺激调控系统,通过脑刺激调节感觉的方法、装置和计算机可读记录介质,韩国,2015
KR1020130119620A,C4,神经刺激调控系统,装置，用于关闭-环脑电刺激用神经响应信号;,韩国,2012
KR20210000248A,C4,神经刺激调控系统,基于生物信号的感官刺激护理装置和方法,韩国,2019
TW201117771A,C4,神经刺激调控系统,时域中的感觉诱发电位（SEP）分类/检测,中国,2010
US10265525B2,C4,神经刺激调控系统,用于在神经运动障碍后递送适应性硬膜外和/或硬膜下电脊髓刺激以促进和恢复运动的系统,美国,2014
US10322295B2,C4,神经刺激调控系统,用于生成神经系统电磁治疗协议的系统和方法,美国,2016
US10413235B2,C4,神经刺激调控系统,用于通过响应性脑刺激治疗精神和情绪障碍的混合系统,美国,2015
US10413724B2,C4,神经刺激调控系统,神经刺激干预与神经生理活动的低等待时间自动闭环同步的方法,美国,2018
US10709378B2,C4,神经刺激调控系统,闭环神经活动触发康复设备和方法,美国,2016
US10758739B2,C4,神经刺激调控系统,通过组合经颅疗法重构大脑中的神经通路,美国,2018
US10933243B2,C4,神经刺激调控系统,用于通过电刺激治疗神经疾病的设备及用于处理所述设备收集的神经信号的方法,美国,2019
US11172864B2,C4,神经刺激调控系统,监测脑神经电位,美国,2014
US11324436B2,C4,神经刺激调控系统,基于对外部刺激的脑波响应的知识发现,美国,2021
US11672986B2,C4,神经刺激调控系统,用于闭环神经调节的方法、系统和装置,美国,2022
US11883671B2,C4,神经刺激调控系统,用于闭环神经调节的方法、系统和设备,美国,2021
US12168135B2,C4,神经刺激调控系统,用于闭环神经调节的方法、系统和装置,美国,2023
US12376780B2,C4,神经刺激调控系统,监测大脑神经电位,美国,2021
US12515048B2,C4,神经刺激调控系统,非持续电刺激治疗,美国,2018
US12569159B2,C4,神经刺激调控系统,用于幻肢的虚拟现实运动模式的磁共振引导选择,美国,2022
US12613624B2,C4,神经刺激调控系统,用于神经调节系统的规划和/或控制系统,美国,2020
US20030004429A1,C4,神经刺激调控系统,交互修改的交互事件相关电位(IMIERP),美国,2002
US20040181263A1,C4,神经刺激调控系统,用于治疗帕金森病和其它运动障碍的系统和方法,美国,2003
US20060058856A1,C4,神经刺激调控系统,精神疾病的反应性治疗,美国,2004
US20060129205A1,C4,神经刺激调控系统,用矩形和/或复数电脉冲刺激皮层以提供中风和其它神经障碍的治疗的方法和系统,美国,2006
US20100185113A1,C4,神经刺激调控系统,基于操作者对相关刺激和刺激在操作者视野中的位置的认知响应来协调系统响应,美国,2009
US20100222844A1,C4,神经刺激调控系统,神经刺激器及其调节方法,美国,2007
US20110092882A1,C4,神经刺激调控系统,用于患者交互神经刺激和/或化学物质递送的系统和方法,美国,2010
US2011040202A1,C4,神经刺激调控系统,时域中的感觉诱发电位(SEP)分类/检测,美国,2010
US20130046358A1,C4,神经刺激调控系统,减少神经刺激系统中伪影的系统和方法,美国,2012
US20140107728A1,C4,神经刺激调控系统,特异性脑深部刺激增强记忆,美国,2011
US2015045642A1,C4,神经刺激调控系统,脑活动的无线记录和刺激,美国,2014
US20170189639A1,C4,神经刺激调控系统,一种基于虚拟现实的正念治疗方法及装置,美国,2016
US2017020448A1,C4,神经刺激调控系统,闭环神经活动触发康复装置和方法,美国,2016
US2017105645A1,C4,神经刺激调控系统,应用经颅磁刺激的脑电图,美国,2016
US20180193647A1,C4,神经刺激调控系统,用于具有神经记录的电荷平衡神经刺激器的系统和方法,美国,2018
US2018093093A1,C4,神经刺激调控系统,用于在神经运动损伤后递送自适应硬膜外和/或硬膜下电脊髓刺激以促进和恢复运动的系统,美国,2017
US2018333587A1,C4,神经刺激调控系统,脑机接口(BMI),美国,2018
US20190217116A1,C4,神经刺激调控系统,加速theta-突发刺激的个性化临床应用的系统和方法,美国,2018
US2019269917A1,C4,神经刺激调控系统,用于在神经运动障碍后递送适应性硬膜外和/或硬膜下电脊髓刺激以促进和恢复运动的系统,美国,2019
US2019358465A1,C4,神经刺激调控系统,用于生成神经系统电磁治疗协议的系统和方法,美国,2019
US20210361950A1,C4,神经刺激调控系统,用于闭环神经调节的方法，系统和设备,美国,2021
US20220241596A1,C4,神经刺激调控系统,用于闭环神经调节的方法，系统和设备,美国,2022
US2022248996A1,C4,神经刺激调控系统,用于估计用户对刺激的响应的系统,美国,2020
US20230055962A1,C4,神经刺激调控系统,用于提供用于与外部神经调节一起施用的节律性感觉刺激的方法和系统,美国,2022
US20230302282A1,C4,神经刺激调控系统,用于闭环神经调节的方法、系统和装置,美国,2023
US20230381512A1,C4,神经刺激调控系统,用于向脑网络提供个性化靶向非侵入性刺激的系统和方法,美国,2023
US20240001067A1,C4,神经刺激调控系统,借助神经反馈监测的个性化注意力偏倚修改治疗方法及系统,美国,2021
US5178161A,C4,神经刺激调控系统,微电子接口,美国,1991
US5314495A,C4,神经刺激调控系统,微电子接口,美国,1992
US6099319A,C4,神经刺激调控系统,作为营销工具的神经成像,美国,1998
US62932906P0,C4,神经刺激调控系统,响应性血管内神经刺激,美国,2019
US63062633P0,C4,神经刺激调控系统,用于治疗癫痫的血管内神经调节,美国,2020
US6539263B1,C4,神经刺激调控系统,一种用于深部脑刺激的反馈机构,美国,2000
US6690974B2,C4,神经刺激调控系统,用于可植入装置的刺激信号发生器,美国,2001
US7282021B2,C4,神经刺激调控系统,磁场刺激技术,美国,2006
US7623928B2,C4,神经刺激调控系统,控制受试者对癫痫发作的易感性,美国,2007
US8303480B2,C4,神经刺激调控系统,磁场处理技术,美国,2011
US8326396B2,C4,神经刺激调控系统,用于检测EEG信号干电极和用于保持所述干电极的附接装置,美国,2010
US8386007B2,C4,神经刺激调控系统,薄膜微电极阵列及方法,美国,2008
US8392251B2,C4,神经刺激调控系统,刺激材料的位置知觉呈现,美国,2010
US8706241B2,C4,神经刺激调控系统,具有机器人辅助肢体运动的专利交互式神经刺激系统,美国,2010
US9878155B1,C4,神经刺激调控系统,用于神经刺激增强团队表现的方法,美国,2016
WO2008025048A2,C4,神经刺激调控系统,借助脑电图(EEG)或皮层电图(ECoG)控制设备的方法和装置,世界知识产权组织,2007
WO2008121651A1,C4,神经刺激调控系统,营销和娱乐的有效性分析,世界知识产权组织,2008
WO2012129574A2,C4,神经刺激调控系统,神经刺激器,世界知识产权组织,2012
WO2013117655A1,C4,神经刺激调控系统,用于校准的装置和方法的非-侵入性desynchronizing神经刺激,世界知识产权组织,2013
WO2018127087A1,C4,神经刺激调控系统,使用视频游戏进行神经反馈训练的系统和方法,世界知识产权组织,2018
