pub,title,title_zh,摘要_中文,申请日,app_year,country,pub_date,主IPC分类号,IPC分类号,数据来源,是否主路径
EP3629913B1,SYSTEM FOR MONITORING NEURAL ACTIVITY,用于监测神经活动的系统,一种用于监测响应于大脑中的刺激的神经活动的方法，所述方法包括：a.向植入大脑中的至少一个电极中的一个或多个施加第一刺激，所述第一刺激包括第一多个刺激突发，b.至少部分地在施加所述第一刺激期间检测由于植入在所述大脑中的所述至少一个电极中的一个或多个电极处的神经元活动而导致的在约200Hz和约500Hz之间的高频振荡(HFO)；c.确定所述HFOs的一个或多个波形特征；和d。生成包括第二多个刺激突发的第二刺激，其中所述第二刺激的一个或多个波形特征取决于所述HFOs的所述一个或多个波形特征；和e。将所述第二刺激施加到植入所述脑中的所述至少一个电极中的一个或多个。,2018-05-21,2018.0,EP,2024-05-15,A61B5/00,A61B5/00; A61B5/377; A61N1/36,incoPat,False
EP3629913C0,SYSTEM FOR MONITORING NEURAL ACTIVITY,用于监测神经活动的系统,一种用于监测响应于大脑中的刺激的神经活动的方法，所述方法包括：a.向植入大脑中的至少一个电极中的一个或多个施加第一刺激，所述第一刺激包括第一多个刺激突发，b.至少部分地在施加所述第一刺激期间检测由于植入在所述大脑中的所述至少一个电极中的一个或多个电极处的神经元活动而导致的在约200Hz和约500Hz之间的高频振荡(HFO)；c.确定所述HFOs的一个或多个波形特征；和d。生成包括第二多个刺激突发的第二刺激，其中所述第二刺激的一个或多个波形特征取决于所述HFOs的所述一个或多个波形特征；和e。将所述第二刺激施加到植入所述脑中的所述至少一个电极中的一个或多个。,2018-05-21,2018.0,EP,2024-05-15,A61B5/00,A61B5/00; A61B5/377; A61N1/36,incoPat,False
US6873872B2,Adaptive electric field modulation of neural systems,神经系统的自适应电场调制,本发明涉及改变包括神经元的神经系统的神经元活性的装置和方法，包括以下步骤中的一个或多个 : 测量神经系统的神经元活性； 以及将定向电场施加到所述神经系统，以有效地改变所述神经系统的神经元活性，其中所述施加的电场的大小和极性响应于所测量的神经元活性而改变。 本发明还涉及用于治疗脑疾病的装置和方法， 如癫痫和帕金森病， 包括， 下列步骤中的一个或多个， 将亚阈值和定向电场原位施加到患有这种病症的患者的脑上，所述亚阈值和定向电场的量能够有效地减少脑的异常活动，其中通过与脑接触的场电极施加电场。 本发明也涉及用于恢复或修复脑功能，例如感觉(例如，味道或气味)，身体活动，听觉活动，视觉活动或运动活动的方法和装置。 它还可用于测试药物，药理学试剂和其它神经元功能调节剂。,2002-10-11,2002.0,US,2005-03-29,A61N1/00,A61N1/00; A61N1/36,incoPat,False
US7499748B2,Transvascular neural stimulation device,经血管神经刺激装置,除其他外，本文讨论了用于经血管刺激神经或神经干的装置、系统和方法。 在一个示例中，装置被配置为通过血管经血管刺激神经干。 所述装置包括可扩张电极，所述可扩张电极可长期植入靠近神经干的血管中。 可膨胀电极被配置为沿着容器的预定长度邻接容器壁的预定表面积。 电引线耦合到可膨胀电极。 可植入脉冲发生器耦合到引线，并配置成通过引线将电刺激信号传递到电极。 在一种示例方法中，电信号从植入的医疗装置被递送至长期植入血管中靠近神经干的电极，以将神经刺激从电极经血管递送至神经干。,2005-04-11,2005.0,US,2009-03-03,A61N1/36,A61N1/36,incoPat,False
US20090018609A1,Closed-Loop Feedback-Driven Neuromodulation,闭环反馈驱动神经调节,一种神经控制系统，用于调节包括整个或部分神经系统或与其接口的任何结构的任何部件或结构的活动，在此通常称为“神经系统部件”。神经控制系统根据治疗参数产生通过一个或多个神经调节器递送到神经系统部件的神经调节信号，所述神经调节器包括颅内(IC)刺激电极和其他致动器。 这样的治疗参数可以从对由一个或多个传感器感测的先前递送的神经调制信号的神经响应中导出，每个传感器被配置成感测指示神经或精神状况的特定特征。,2008-07-21,2008.0,US,2009-01-15,A61N1/36,A61N1/36; A61N1/08; H03C3/06,incoPat,False
US20180085586A1,ADAPTIVE DEEP BRAIN STIMULATION USING FREQUENCY SUB-BANDS,使用频率子带的自适应深部脑刺激,公开了用于向患者递送电刺激疗法的技术。 在一个示例中，医疗系统经由电极向患者的组织递送电刺激疗法。 医疗系统确定患者的第一感测信号对电刺激治疗的第一响应和患者的第二感测信号对电刺激治疗的第二响应。 基于用于控制电刺激治疗的第一响应和第二响应，医疗系统选择患者的第一感测信号和第二感测信号之一。 所述医疗系统基于所述第一感测信号和所述第二感测信号中所选择的一个来调节所述电刺激疗法的至少一个参数的电平。,2017-09-25,2017.0,US,2018-03-29,A61N1/36,A61N1/36; A61N1/05; A61N1/372,incoPat,False
WO2012088482A1,NEUROSTIMULATION SYSTEM FOR ESTIMATING DESIRED STIMULATION AMPLITUDE FOR ELECTRODE CONFIGURATION,神经刺激系统用于需要刺激幅度估计用于电极的配置,一种神经刺激系统包括一种用户输入装置构造成用于接收从一个用户输入，和处理电路被配置用于(a)选择一种第一的电极配置在响应于接收该用户输入，(b)预测的神经反应的诱导通过通过第一输送的理论上的电能量电极配置在一种规定的幅度，(c)导出的度量值从该预测的神经响应，(d)比较该度量值到的参考阈值值，(e)调节所述指定幅度的所述如果该度量的电能量值是不在一种特定的范围内相对于所述参考阈值值，(f)重复步骤(b)-(e)用该调节振幅为该规定的幅度，直到该度量值是在该特定范围内的相对对所述参考阈值值，和(g)指示的神经刺激装置以输送所述的电能量，在该调整幅度通过第一电极的配置，以刺激该患者。,2011-12-22,2011.0,WO,2012-06-28,A61N1/36,A61N1/36; A61B5/04; A61N1/372; G16H20/30,incoPat,False
US20070179557A1,Controlling neuromodulation using stimulus modalities,使用刺激模式控制神经调节,一种用于基于施加到患者身体的诱发信号来影响神经调节的方法，装置和系统。 向患者身体的第一目标部分施加内部和/或外部诱发和/或治疗信号。 接收与由内部和/或外部诱发和/或治疗信号产生的生理响应有关的数据。 基于与生理反应有关的数据确定患者身体的神经传递特性。 基于所确定的神经传输特性来控制至少一个定义由可植入医疗装置提供的电疗信号的参数，以治疗疾病。,2006-01-27,2006.0,US,2007-08-02,A61N1/00,A61N1/00,incoPat,False
US20210196948A1,ADAPTIVE DEEP BRAIN STIMULATION USING FREQUENCY SUB-BANDS,使用频率子带的自适应深部脑刺激,公开了用于向患者递送电刺激治疗的技术。 在一个示例中，医疗系统经由电极向患者的组织递送电刺激治疗。 所述医疗系统确定所述患者的第一感测信号对所述电刺激治疗的第一响应以及所述患者的第二感测信号对所述电刺激治疗的第二响应。 基于用于控制电刺激治疗的第一响应和第二响应，医疗系统选择患者的第一感测信号和第二感测信号之一。 所述医疗系统基于所述第一感测信号和所述第二感测信号中所选择的一个来调整所述电刺激治疗的至少一个参数的电平。,2021-03-11,2021.0,US,2021-07-01,A61N1/05,A61N1/05; A61B5/00; A61B5/24; A61N1/36; A61N1/372,incoPat,False
US11583678B2,Neurostimulation system with neurodegenerative disease detection,具有神经退行性疾病检测的神经刺激系统,用于使用多个电极向患者递送神经刺激能量的系统的示例可以包括刺激电路和感测电路。 刺激电路可以被配置为使用从多个电极中选择的刺激电极来递送神经刺激能量并且控制神经刺激能量的递送。 感测电路可以被配置为从选自多个电极的感测电极接收一个或多个神经信号并且可以包括信号处理电路。 信号处理电路可以包括检测电路和分析电路。 检测电路可以被配置为从所接收的一个或多个神经信号检测神经反应的一个或多个属性。 分析电路可以被配置为针对神经退行性疾病的一个或多个指示分析神经反应的检测到的一个或多个属性。,2020-07-29,2020.0,US,2023-02-21,A61B5/24,A61B5/24; A61N1/36; A61N1/04; A61N1/05,incoPat,False
US11602630B2,Systems and methods for flexible electrode arrays,用于柔性电极阵列的系统和方法,一种医疗电极阵列系统，所述医疗电极阵列系统包括薄膜基板、设置在所述薄膜基板上的多个电极触点和多个迹线。 所述多个电极触点被配置为提供电接触点。 所述多个迹线电连接到所述多个电极触点。 所述多个电极触点中的电极触点具有所述多个迹线中的专用迹线，所述专用迹线提供到所述电极触点的电连接性。 所述薄膜基板被配置为弯曲以保持与患者解剖结构的轮廓的连续接触。 所述多个迹线包括柔性弹簧状部分，以向所述薄膜基板添加柔性。,2018-06-07,2018.0,US,2023-03-14,A61B5/05,A61B5/05; A61B5/00; A61B5/24; A61B5/287; A61N1/05; A61N1/36,incoPat,False
US20130245715A1,FIELD AUGMENTED CURRENT STEERING USING VOLTAGE SOURCES,使用电压源的场增强电流操纵,一种神经刺激包括多个电端子、至少三个可配置源和控制电路，所述多个电端子被配置为分别耦合到电极阵列，所述至少三个可配置源分别耦合到所述电端子中的至少三个，所述控制电路被配置为将所述至少三个可配置源中的每一个编程为电流源或电压源。 一种使用植入患者邻近神经组织的电极阵列向患者提供神经刺激治疗的方法，包括在第一电极和第二电极之间传送电刺激能量，从而在神经组织内产生电场电位，调节流过第一电极的第一电流，并调节在第三不同电极处的第一电压，从而改变神经组织内电场电位的形状。,2013-03-11,2013.0,US,2013-09-19,A61N1/36,A61N1/36; A61N1/05,incoPat,False
