source,relation,target,patent_pub
Patent:US20060190056A1,基于,技术原理:信号极性偏置,US20060190056A1
Patent:US20060190056A1,基于,技术原理:信号极性偏置,US20060190056A1
Patent:US20060190056A1,包括,核心部件:刺激单元,US20060190056A1
Patent:US20060190056A1,包括,核心部件:第一电极组件,US20060190056A1
Patent:US20060190056A1,包括,核心部件:支撑构件,US20060190056A1
Patent:US20060190056A1,包括,核心部件:第一引线,US20060190056A1
Patent:US20060190056A1,包括,核心部件:第二组触点,US20060190056A1
Patent:US20060190056A1,属于,技术主题:电疗器械 (A61N1),US20060190056A1
Patent:US20060190056A1,公开国家,国家:美国,US20060190056A1
Patent:US20060190056A1,公开年,年份:2006,US20060190056A1
Patent:US7684866B2,解决,技术问题:向患者提供神经刺激,US7684866B2
Patent:US7684866B2,应用于,应用场景:神经刺激,US7684866B2
Patent:US7684866B2,采用,技术方法:以第一信号极性偏置,US7684866B2
Patent:US7684866B2,采用,技术方法:以第二信号极性偏置,US7684866B2
Patent:US7684866B2,包括,核心部件:刺激单元,US7684866B2
Patent:US7684866B2,包括,核心部件:可植入脉冲发生器,US7684866B2
Patent:US7684866B2,包括,核心部件:第一电极组件,US7684866B2
Patent:US7684866B2,包括,核心部件:第一组触点,US7684866B2
Patent:US7684866B2,包括,核心部件:第二组触点,US7684866B2
Patent:US7684866B2,包括,核心部件:支撑构件,US7684866B2
Patent:US7684866B2,包括,核心部件:第一引线,US7684866B2
Patent:US7684866B2,包括,核心部件:导电元件,US7684866B2
Patent:US7684866B2,包括,核心部件:电极阵列,US7684866B2
Patent:US7684866B2,属于,技术主题:电疗器械 (A61N1),US7684866B2
Patent:US7684866B2,公开国家,国家:美国,US7684866B2
Patent:US7684866B2,公开年,年份:2004,US7684866B2
Patent:US20090182391A1,采用,技术方法:神经刺激,US20090182391A1
Patent:US20090182391A1,采用,技术方法:可植入脉冲发生器,US20090182391A1
Patent:US20090182391A1,采用,技术方法:信号极性偏置,US20090182391A1
Patent:US20090182391A1,采用,技术方法:信号极性偏置,US20090182391A1
Patent:US20090182391A1,采用,技术方法:信号极性偏置,US20090182391A1
Patent:US20090182391A1,基于,技术原理:刺激单元,US20090182391A1
Patent:US20090182391A1,基于,技术原理:第一端子,US20090182391A1
Patent:US20090182391A1,基于,技术原理:第二端子,US20090182391A1
Patent:US20090182391A1,基于,技术原理:支撑构件,US20090182391A1
Patent:US20090182391A1,基于,技术原理:导电元件,US20090182391A1
Patent:US20090182391A1,属于,技术主题:电疗器械 (A61N1),US20090182391A1
Patent:US20090182391A1,公开国家,国家:美国,US20090182391A1
Patent:US20090182391A1,公开年,年份:2008,US20090182391A1
Patent:WO2006019764A2,解决,技术问题:神经刺激效率和/或功效,WO2006019764A2
Patent:WO2006019764A2,解决,技术问题:减少功率消耗,WO2006019764A2
Patent:WO2006019764A2,解决,技术问题:症状缓解,WO2006019764A2
Patent:WO2006019764A2,应用于,应用场景:神经系统刺激,WO2006019764A2
Patent:WO2006019764A2,采用,技术方法:施加测试刺激信号,WO2006019764A2
Patent:WO2006019764A2,采用,技术方法:分时域刺激,WO2006019764A2
Patent:WO2006019764A2,采用,技术方法:分时域刺激,WO2006019764A2
Patent:WO2006019764A2,采用,技术方法:改变占空周期、振幅、脉冲重复频率、脉冲宽度、时空、极性,WO2006019764A2
Patent:WO2006019764A2,采用,技术方法:施加亚阈值、阈值、suprathreshold水平的刺激,WO2006019764A2
Patent:WO2006019764A2,采用,技术方法:周期性、非周期性（混沌）、伪随机方式刺激,WO2006019764A2
Patent:WO2006019764A2,采用,技术方法:调节刺激参数,WO2006019764A2
Patent:WO2006019764A2,采用,技术方法:改变intraburst刺激参数,WO2006019764A2
Patent:WO2006019764A2,基于,技术原理:固有脑电波频率,WO2006019764A2
Patent:WO2006019764A2,基于,技术原理:刺激信号提供减少功率消耗与至少足够的症状缓解,WO2006019764A2
技术方法:调节刺激参数,处理,生物信号类型:脑电波频率,WO2006019764A2
Patent:WO2006019764A2,属于,技术主题:电疗器械 (A61N1),WO2006019764A2
Patent:WO2006019764A2,公开国家,国家:世界知识产权组织,WO2006019764A2
Patent:WO2006019764A2,公开年,年份:2005,WO2006019764A2
Patent:US8126562B2,采用,技术方法:可植入脉冲发生器,US8126562B2
Patent:US8126562B2,采用,技术方法:传感器与患者头部接触,US8126562B2
Patent:US8126562B2,采用,技术方法:刺激单元,US8126562B2
Patent:US8126562B2,采用,技术方法:刺激单元,US8126562B2
Patent:US8126562B2,采用,技术方法:刺激单元,US8126562B2
Patent:US8126562B2,基于,技术原理:信号极性偏置,US8126562B2
Patent:US8126562B2,基于,技术原理:信号极性偏置,US8126562B2
Patent:US8126562B2,基于,技术原理:刺激部位,US8126562B2
Patent:US8126562B2,包括,核心部件:刺激单元,US8126562B2
Patent:US8126562B2,包括,核心部件:第一电极组件,US8126562B2
Patent:US8126562B2,包括,核心部件:第一组触点,US8126562B2
Patent:US8126562B2,包括,核心部件:第二组触点,US8126562B2
Patent:US8126562B2,包括,核心部件:可植入脉冲发生器,US8126562B2
Patent:US8126562B2,属于,技术主题:电疗器械 (A61N1),US8126562B2
Patent:US8126562B2,公开国家,国家:美国,US8126562B2
Patent:US8126562B2,公开年,年份:2008,US8126562B2
Patent:WO2004066820A2,解决,技术问题:确定神经刺激阈值,WO2004066820A2
Patent:WO2004066820A2,应用于,应用场景:神经刺激,WO2004066820A2
Patent:WO2004066820A2,采用,技术方法:测试程序,WO2004066820A2
Patent:WO2004066820A2,采用,技术方法:测试程序,WO2004066820A2
Patent:WO2004066820A2,采用,技术方法:测试程序,WO2004066820A2
Patent:WO2004066820A2,采用,技术方法:确定刺激阈值,WO2004066820A2
Patent:WO2004066820A2,采用,技术方法:确定刺激阈值,WO2004066820A2
Patent:WO2004066820A2,基于,技术原理:神经刺激阈值,WO2004066820A2
Patent:WO2004066820A2,基于,技术原理:第二神经刺激阈值,WO2004066820A2
技术方法:测试程序,处理,生物信号类型:响应,WO2004066820A2
技术方法:测试程序,处理,生物信号类型:响应,WO2004066820A2
技术方法:测试程序,处理,生物信号类型:响应,WO2004066820A2
Patent:WO2004066820A2,公开国家,国家:世界知识产权组织,WO2004066820A2
Patent:WO2004066820A2,公开年,年份:2004,WO2004066820A2
Patent:US20050070982A1,应用于,应用场景:医疗装置,US20050070982A1
Patent:US20050070982A1,应用于,应用场景:可植入医疗装置,US20050070982A1
Patent:US20050070982A1,采用,技术方法:接收电信号,US20050070982A1
Patent:US20050070982A1,采用,技术方法:产生电场,US20050070982A1
Patent:US20050070982A1,采用,技术方法:刺激身体组织,US20050070982A1
Patent:US20050070982A1,采用,技术方法:接收电信号,US20050070982A1
Patent:US20050070982A1,包括,核心部件:可植入电极桨叶,US20050070982A1
Patent:US20050070982A1,包括,核心部件:外壳,US20050070982A1
Patent:US20050070982A1,包括,核心部件:电极阵列,US20050070982A1
Patent:US20050070982A1,包括,核心部件:电极组,US20050070982A1
Patent:US20050070982A1,包括,核心部件:电极,US20050070982A1
Patent:US20050070982A1,包括,核心部件:导线,US20050070982A1
Patent:US20050070982A1,包括,核心部件:引线组件,US20050070982A1
Patent:US20050070982A1,属于,技术主题:电疗器械 (A61N1),US20050070982A1
Patent:US20050070982A1,公开国家,国家:美国,US20050070982A1
Patent:US20050070982A1,公开年,年份:2004,US20050070982A1
Patent:CN111200967A,采用,技术方法:施加刺激到电极,CN111200967A
Patent:CN111200967A,采用,技术方法:在施加所述第一刺激期间至少部分地检测由植入所述大脑中的所述至少一个电极中的一个或多个处的神经元活动引起的在约200Hz与约500Hz之间的高频振荡(HFO),CN111200967A
Patent:CN111200967A,采用,技术方法:确定所述HFO的一个或多个波形特性,CN111200967A
Patent:CN111200967A,采用,技术方法:产生刺激,CN111200967A
Patent:CN111200967A,采用,技术方法:施加刺激到电极,CN111200967A
Patent:CN111200967A,包括,核心部件:感测电极,CN111200967A
技术方法:施加刺激到电极,处理,生物信号类型:神经活动,CN111200967A
技术方法:在施加所述第一刺激期间至少部分地检测由植入所述大脑中的所述至少一个电极中的一个或多个处的神经元活动引起的在约200Hz与约500Hz之间的高频振荡(HFO),处理,生物信号类型:高频振荡(HFO),CN111200967A
技术方法:产生刺激,处理,生物信号类型:高频振荡(HFO),CN111200967A
技术方法:施加刺激到电极,处理,生物信号类型:神经活动,CN111200967A
Patent:CN111200967A,属于,技术主题:身体诊断测量 (A61B5),CN111200967A
Patent:CN111200967A,公开国家,国家:中国,CN111200967A
Patent:CN111200967A,公开年,年份:2018,CN111200967A
Patent:CN111200967B,采用,技术方法:施加刺激到电极,CN111200967B
Patent:CN111200967B,采用,技术方法:在施加所述第一刺激期间至少部分地检测由植入所述大脑中的所述至少一个电极中的一个或多个处的神经元活动引起的在约200Hz与约500Hz之间的高频振荡(HFO),CN111200967B
Patent:CN111200967B,采用,技术方法:确定所述HFO的一个或多个波形特性,CN111200967B
Patent:CN111200967B,采用,技术方法:产生包括第二多个刺激突发的第二刺激，其中所述第二刺激的一个或多个波形特性取决于所述HFO的一个或多个波形特性,CN111200967B
Patent:CN111200967B,采用,技术方法:施加刺激到电极,CN111200967B
Patent:CN111200967B,包括,核心部件:感测电极,CN111200967B
技术方法:施加刺激到电极,处理,生物信号类型:神经活动,CN111200967B
技术方法:在施加所述第一刺激期间至少部分地检测由植入所述大脑中的所述至少一个电极中的一个或多个处的神经元活动引起的在约200Hz与约500Hz之间的高频振荡(HFO),处理,生物信号类型:高频振荡(HFO),CN111200967B
技术方法:确定所述HFO的一个或多个波形特性,处理,生物信号类型:高频振荡(HFO),CN111200967B
技术方法:产生包括第二多个刺激突发的第二刺激，其中所述第二刺激的一个或多个波形特性取决于所述HFO的一个或多个波形特性,处理,生物信号类型:高频振荡(HFO),CN111200967B
技术方法:施加刺激到电极,处理,生物信号类型:神经活动,CN111200967B
Patent:CN111200967B,属于,技术主题:身体诊断测量 (A61B5),CN111200967B
Patent:CN111200967B,公开国家,国家:中国,CN111200967B
Patent:CN111200967B,公开年,年份:2018,CN111200967B
Patent:EP3629913B1,解决,技术问题:监测响应于大脑中的刺激的神经活动,EP3629913B1
Patent:EP3629913B1,应用于,应用场景:大脑刺激监测,EP3629913B1
Patent:EP3629913B1,采用,技术方法:递送第二刺激,EP3629913B1
Patent:EP3629913B1,采用,技术方法:神经活动检测,EP3629913B1
Patent:EP3629913B1,采用,技术方法:确定波形特征,EP3629913B1
Patent:EP3629913B1,采用,技术方法:生成第二刺激,EP3629913B1
Patent:EP3629913B1,采用,技术方法:施加第二刺激,EP3629913B1
Patent:EP3629913B1,基于,技术原理:神经元活动产生高频振荡,EP3629913B1
Patent:EP3629913B1,基于,技术原理:波形特征反馈调节刺激,EP3629913B1
Patent:EP3629913B1,包括,核心部件:电极,EP3629913B1
技术方法:神经活动检测,处理,生物信号类型:高频振荡(HFO),EP3629913B1
技术方法:确定波形特征,处理,生物信号类型:高频振荡(HFO),EP3629913B1
Patent:EP3629913B1,属于,技术主题:身体诊断测量 (A61B5),EP3629913B1
Patent:EP3629913B1,公开国家,国家:欧洲专利局,EP3629913B1
Patent:EP3629913B1,公开年,年份:2018,EP3629913B1
Patent:EP3629913C0,解决,技术问题:监测响应于大脑中的刺激的神经活动,EP3629913C0
Patent:EP3629913C0,应用于,应用场景:神经活动监测,EP3629913C0
Patent:EP3629913C0,采用,技术方法:递送第二刺激,EP3629913C0
Patent:EP3629913C0,采用,技术方法:神经活动检测,EP3629913C0
Patent:EP3629913C0,采用,技术方法:确定波形特征,EP3629913C0
Patent:EP3629913C0,采用,技术方法:生成第二刺激,EP3629913C0
Patent:EP3629913C0,采用,技术方法:施加第二刺激,EP3629913C0
Patent:EP3629913C0,基于,技术原理:刺激响应机制,EP3629913C0
Patent:EP3629913C0,基于,技术原理:高频振荡特征反馈,EP3629913C0
Patent:EP3629913C0,包括,核心部件:电极,EP3629913C0
技术方法:神经活动检测,处理,生物信号类型:高频振荡(HFO),EP3629913C0
技术方法:确定波形特征,处理,生物信号类型:高频振荡(HFO),EP3629913C0
Patent:EP3629913C0,属于,技术主题:身体诊断测量 (A61B5),EP3629913C0
Patent:EP3629913C0,公开国家,国家:欧洲专利局,EP3629913C0
Patent:EP3629913C0,公开年,年份:2018,EP3629913C0
Patent:US6873872B2,解决,技术问题:改变神经活性,US6873872B2
Patent:US6873872B2,解决,技术问题:治疗脑疾病,US6873872B2
Patent:US6873872B2,解决,技术问题:治疗脑损伤,US6873872B2
Patent:US6873872B2,解决,技术问题:测试药物、药理学试剂和其它神经元功能调节剂,US6873872B2
Patent:US6873872B2,应用于,应用场景:癫痫,US6873872B2
Patent:US6873872B2,应用于,应用场景:帕金森病,US6873872B2
Patent:US6873872B2,应用于,应用场景:感觉（味道或气味）,US6873872B2
Patent:US6873872B2,应用于,应用场景:活动识别,US6873872B2
Patent:US6873872B2,应用于,应用场景:活动识别,US6873872B2
Patent:US6873872B2,应用于,应用场景:活动识别,US6873872B2
Patent:US6873872B2,应用于,应用场景:活动识别,US6873872B2
Patent:US6873872B2,采用,技术方法:测量神经元活性,US6873872B2
Patent:US6873872B2,采用,技术方法:施加定向电场,US6873872B2
Patent:US6873872B2,采用,技术方法:细胞分化,US6873872B2
Patent:US6873872B2,基于,技术原理:电场的大小和极性响应于所测量的神经元活性而改变,US6873872B2
Patent:US6873872B2,基于,技术原理:亚阈值电场有效减少脑的异常活动,US6873872B2
Patent:US6873872B2,包括,核心部件:场电极,US6873872B2
技术方法:测量神经元活性,处理,生物信号类型:神经元活性,US6873872B2
技术方法:施加定向电场,处理,生物信号类型:神经元活性,US6873872B2
技术方法:细胞分化,处理,生物信号类型:神经元活性,US6873872B2
Patent:US6873872B2,属于,技术主题:电疗器械 (A61N1),US6873872B2
Patent:US6873872B2,公开国家,国家:美国,US6873872B2
Patent:US6873872B2,公开年,年份:2002,US6873872B2
Patent:US7499748B2,采用,技术方法:经血管刺激神经干,US7499748B2
Patent:US7499748B2,采用,技术方法:传递电刺激信号,US7499748B2
Patent:US7499748B2,采用,技术方法:电信号递送,US7499748B2
Patent:US7499748B2,基于,技术原理:通过引线将电刺激信号传递到电极,US7499748B2
Patent:US7499748B2,基于,技术原理:将神经刺激从电极经血管递送至神经干,US7499748B2
Patent:US7499748B2,包括,核心部件:可扩张电极,US7499748B2
Patent:US7499748B2,包括,核心部件:电极组件,US7499748B2
